Pier Paolo Pasolini;"   (italian: [ucpjubr ucpaudolo pazoucliudni];  march  u  november ) was an italian film director, poet, writer and intellectual.  also distinguished himself as an actor, journalist, philosopher, philologist, novelist, playwright, painter and political figure.nhe remains a controversial personality in italy due to his blunt style and the focus of some of his works on taboo sexual matters, but he is an established major figure in european literature and cinematic arts. his murder prompted an outcry in italy and its circumstances continue to be a matter of heated debate."
Pierre Etaix;" uctaix (french: [etubks];  november  u  october ) was a french clown, comedian and filmmaker. uctaix made a series of short- and feature-length films in the s, many of them co-written by influential screenwriter jean-claude carriuere. he won an academy award for best live action short film in . due to a legal dispute with a distribution company, his films were unavailable from the s until .nas an actor, assistant director and gag writer, uctaix worked with the likes of jacques tati, robert bresson, nagisa oshima, otar iosseliani and jerry lewis, the last of whom cast the comedian in his unreleased film the day the clown cried."
Pierre Schöller;
Piotr Szulkin ;"  (polish pronunciation: [ucpjutr ucuulkubin]; born  april  in gdausk) is a polish film director. he directed over  movies and received about  awards, polish and international, including best science fiction film director at eurocon, . he is also a professor at the national film school in uufdua.nn"
Prachya Pinkaew;"  (thai: uebueueueauedue uebueueueueueueue; rtgs: pratya pinkaeo; born september , ) is a thai film director, film producer and screenwriter. his films include ong-bak: muay thai warrior and tom-yum-goong, both martial arts films starring tony jaa."
Preston Sturges;"  (; born edmund  biden; august ,  u august , ) was an american playwright, screenwriter, and film director. in , he won the academy award for best original screenplay for the film the great mcginty, his first of three nominations in the category.n took the screwball comedy format of the s to another level, writing dialogue that, heard today, is often surprisingly naturalistic, mature, and ahead of its time, despite the farcical situations. it is not uncommon for a  character to deliver an exquisitely turned phrase and take an elaborate pratfall within the same scene. a tender love scene between henry fonda and barbara stanwyck in the lady eve was enlivened by a horse, which repeatedly poked its nose into fonda's head.nprior to , other figures in hollywood (such as charlie chaplin, d.w. griffith, and frank capra) had directed films from their own scripts, however  is often regarded as the first hollywood figure to establish success as a screenwriter and then move into directing his own scripts, at a time when those roles were separate.  famously sold the story for the great mcginty to paramount pictures for $, in return for being allowed to direct the film; the sum was quietly raised to $ by the studio for legal reasons."
Quentin Dupieux;"mr. oizo (french: [wauczo]; born  april ) is the stage name of french electronic musician, dj and film director  . his pseudonym is a corruption of the french oiseau, meaning ""bird"". he is currently signed to ed banger records and brainfeeder."
Quentin Tarantino;" jerome  (; born march , ) is an american director, writer, and actor. his films are characterized by nonlinear storylines, satirical subject matter, an aestheticization of violence, extended scenes of dialogue, ensemble casts consisting of established and lesser-known performers, references to popular culture, soundtracks primarily containing songs and score pieces from the s to the s, and features of neo-noir film. he is widely considered one of the greatest filmmakers of his generation.nhis career began in the late s, when he wrote and directed my best friend's birthday, the screenplay of which formed the basis for true romance. in the early s, he began his career as an independent filmmaker with the release of reservoir dogs in ; regarded as a classic and cult hit, it was called the ""greatest independent film of all time"" by empire. its popularity was boosted by his second film, pulp fiction (), a black comedy crime film that was a major success both among critics and audiences. judged the greatest film from u by entertainment weekly, many critics and scholars have named it one of the most significant works of modern cinema. for his next effort,  paid homage to the blaxploitation films of the s with jackie brown (), an adaptation of the novel rum punch.nkill bill, a highly stylized ""revenge flick"" in the cinematic traditions of kung fu films, japanese martial arts, spaghetti westerns and italian horror, followed six years later, and was released as two films: volume  in  and volume  in .  directed death proof () as part of a double feature with friend robert rodriguez, under the collective title grindhouse. his long-postponed inglourious basterds, which tells the fictional alternate history story of two plots to assassinate nazi germany's political leadership, was released in  to positive reviews. after that came 's critically acclaimed django unchained, a western film set in the antebellum era of the deep south. it became the highest-grossing film of his career so far, making over $ million at the box office. his eighth film, the mystery western the hateful eight, was released in its roadshow version december , , in  mm film format, complete with opening ""overture"" and halfway-point intermission, after the fashion of big-budget films of the s and early s.n's films have garnered both critical and commercial success. he has received many industry awards, including two academy awards, two golden globe awards, two bafta awards and the palme d'or, and has been nominated for an emmy and a grammy. he was named one of the  most influential people in the world by time in . filmmaker and historian peter bogdanovich has called him ""the single most influential director of his generation"". in december ,  received a star on the hollywood walk of fame for his contributions to the film industry."
Radu Muntean;"  (romanian pronunciation: [uc munucteufan]; born  june  in bucharest) is a romanian film director and screenwriter. he is a central figure of the romanian new wave.n gated from the theater and film academy in bucharest in , where he directed three short films. since , he has directed over  commercials and has won over  national and international awards in various advertising festivals. his feature debut, the rage, was awarded best first film by the romanian filmmakers union, and best photography at the  transilvania international film festival. his second feature, the paper will be blue, as well as boogie are representative of the romanian new wave.nhis  film one floor below was screened in the un certain regard section at the  cannes film festival."
Rainer Werner Fassbinder;"   (pronounced [ucuauaufnu ucvubunu ucfasuccbuandu];  may  u  june ) was a west german filmmaker, actor, playwright and theatre director, part of the new german cinema movement.nalthough 's career lasted less than fifteen years, he was highly prolific. he completed forty feature length films, two television film series, three short films, four video productions, twenty-four stage plays, and four radio plays. he had thirty-six acting roles in his own and others' films, and also worked as a cameraman, composer, designer, editor, and theater manager.n died on  june  at the age of  from a lethal cocktail of cocaine and barbiturates."
Ralph Bakshi;  (born october , ) is an american director of animated and live-action films. in the s, he established an alternative to mainstream animation through independent and adult-oriented productions. between  and , he directed ten theatrically released feature films, six of which he wrote. he has been involved in numerous television projects as director, writer, producer and animator.nbeginning his career at the terrytoons television cartoon studio as a cel polisher,  was eventually promoted to animator, and then director. he moved to the animation division of paramount pictures in  and started his own studio,  productions, in . through producer steve krantz,  made his debut feature film, fritz the cat, released in . it was the first animated film to receive an x rating from the motion picture association of america, and the most successful independent animated feature of all time.nover the next eleven years,  directed seven additional animated features. he is well known for such films as wizards (), the lord of the rings (), american pop () and fire and ice (). in ,  returned to television work, producing the series mighty mouse: the new adventures, which ran for two years. after a nine-year hiatus from feature films, he directed cool world (), which was largely rewritten during production and received poor reviews.  returned to television with the live-action film cool and the crazy () and the anthology series spicy city ().nduring the s, he focused largely on fine art and painting and in  co-founded the  school of animation with his son eddie and jess gorell.  has received several awards for his work, including the  golden gryphon for the lord of the rings at the giffoni film festival, the  annie award for distinguished contribution to the art of animation, and the  maverick tribute award at the cinequest film festival.
Raman Hui;  shing-ngai (traditional chinese: uauaaubc, born ) is a hong kong animator and film director best known for co-directing shrek the third, and (co)directing several short films, including kung fu panda: secrets of the furious five, scared shrekless and puss in boots: the three diablos.
Ramesh Sippy;"  (sindhi: uuuccu uueuccue) (born  january ) is an indian film director and producer, best known for directing the popular and critically acclaimed film sholay. he is of sindhi hindu descent, with an original last name of sipahimalani. he is a winner of the civilian honour of padma shri in .n's father was producer g. p. . his son rohan  is a film director. his daughter sheena was once married to shashi kapoor's son, kunal kapoor until they divorced in .   has been married twice; his current wife is actress kiran juneja."
Randal Kleiser;john   (born july , ) is an american film director and producer, best known for directing the  musical romantic comedy film grease.nn
Raoul Servais;  (born  may ) is a belgian filmmaker, animator and comics artist, whose work has been awarded several times.  he was born in ostend.  was awarded with lifetime achievement award at the world festival of animated film - animafest zagreb in .
Raoul Walsh;" a.  (march ,  u december , ) was an american film director, actor, founding member of the academy of motion picture arts and sciences (ampas) and the brother of the silent screen actor george . he was known for portraying john wilkes booth in the silent classic the birth of a nation () and for directing such films as the big trail (), starring john wayne, high sierra (), starring ida lupino and humphrey bogart; and white heat (), starring james cagney and edmond o'brien. he directed his last film in ."
Raymond Depardon;"  (french: [du.pau.duu]; born  july ) is a french photographer, photojournalist and documentary filmmaker."
René Clair;renue  ( november  u  march ) born renue-lucien chomette, was a french filmmaker and writer. he first established his reputation in the s as a director of silent films in which comedy was often mingled with fantasy. he went on to make some of the most innovative early sound films in france, before going abroad to work in the uk and usa for more than a decade. returning to france after world war ii, he continued to make films that were characterised by their elegance and wit, often presenting a nostalgic view of french life in earlier years. he was elected to the acaduemie franueaise in . 's best known films include the italian straw hat (), under the roofs of paris (), le million (), uc nous la libertue (), i married a witch (), and and then there were none ().
René Clément;"renue cluement (french: [klemuu];  march  u  march ) was a french film director and screenwriter.nn"
René Laloux;renue  (july ,  u march , ) was a french animator and film director.
Rian Johnson;" craig  (born december , ) is an american film director, screenwriter, editor, and actor. he won the special jury prize for originality of vision at the  sundance film festival with his debut feature film, brick.  directed the brothers bloom () and looper (), as well as three episodes of the amc series breaking bad (""fly"", ""fifty-one"", and ""ozymandias"").n is the writer and director of star wars: the last jedi (), the eighth film in the star wars saga and the second in the sequel trilogy."
Rich Moore;  (born may , ) is an american film and television animation director, screenwriter, voice actor, and a creative partner at both rough draft studios and walt disney animation studios. he is best known for his work on the animated television shows the simpsons, the critic, and futurama, and for directing the disney animated film wreck-it ralph () and co-directing zootopia (). he is a two-time emmy award winner, a three-time annie award winner, and an academy award winner.nn
Richard Curtis;" whalley anthony , cbe (born  november ) is a british screenwriter, producer and film director, who was born in new zealand to australian parents. one of britain's most successful comedy screenwriters, he is known primarily for romantic comedy films such as four weddings and a funeral, bridget jones's diary, notting hill, and love actually, as well as the hit sitcoms blackadder, mr. bean and the vicar of dibley. he is also the co-founder of the british charity comic relief along with sir lenny henry.nin ,  received the bafta academy fellowship award, the highest award the british film academy can give a filmmaker. he received the bafta humanitarian award at the  britannia awards, for co-creating comic relief and contributions to other charitable causes. in  he was ranked number  in the telegraph's list of the "" most powerful people in british culture"". in ,  was among the british cultural icons selected by artist sir peter blake to appear in a new version of his most famous artwork u the beatles' sgt. pepper's lonely hearts club band album cover u to celebrate the british cultural figures of his life."
Richard Donner;"  (born  donald schwartzberg; april , ) is an american film director and producer. after directing the horror film the omen (),  became famous for directing the first modern superhero film, superman (), starring christopher reeve.n later went on to direct such films as the goonies () and scrooged (), while reinvigorating the buddy film genre with lethal weapon () and its sequels. he and his wife, producer lauren shuler , own the production company the 's company, which is most well known for producing the x-men film series. in , he received the president's award from the academy of science fiction, fantasy & horror films. film historian michael barson writes that  is ""one of hollywood's most reliable makers of action blockbusters""."
Richard Lester;"  (born   liebman; january , ) is an american film director based in britain.  is known for his work with the beatles in the s and his work on the superman film series in the s."
Richard Linklater;" stuart  (; born july , ) is an american filmmaker, screenwriter, and actor.  is mostly known for his realistic and natural humanist films which mainly revolve around suburban culture and the effects of the passage of time. some notable films of his include the observational comedy film slacker (), the coming-of-age comedy dazed and confused (), the romantic drama film trilogy before sunrise (), before sunset (), and before midnight (); the music-themed comedy school of rock (), and the rotoscope animated waking life () and a scanner darkly (). in  he began filming boyhood (), a passion project which took over twelve years to finish. the film was premiered in  to critical acclaim.  won the golden globe, critics' choice movie awards and baftas for best director and best picture. he also received his first nomination for the academy award for best director, along with nominations for original screenplay and picture. in , time magazine named  one of the  most influential people in the world on the annual time  list.nmany of his films are noted for their loosely structured narrative; two of his projects u the before... films and boyhood u feature the same actors filmed over an extended period of years. he is also known for loyalty to his actors, having worked with ethan hawke and matthew mcconaughey in many of his films."
Richard Schenkman;  (born march , ) is an american screenwriter, film producer, film director and occasional actor. he has also been credited under the name george axmith.
Richard Thorpe;  (february ,  u may , ) was an american film director best known for his long career at metro-goldwyn-mayer.
Ridley Scott;"sir   (born  november ) is an english film director and producer. following his commercial breakthrough with the science-fiction horror film alien (), his best known works include the neo-noir dystopian science fiction film blade runner (), historical drama and best picture oscar winner gladiator (), and science fiction film the martian ().n is known for his atmospheric, highly concentrated visual style. though his films range widely in setting and period, they frequently showcase memorable imagery of urban environments, whether nd century rome (gladiator), th century jerusalem (kingdom of heaven), medieval england (robin hood), contemporary mogadishu (black hawk down), or the future cityscapes of blade runner. his films are also known for their strong female characters.  has been nominated for three academy awards for directing (for thelma & louise, gladiator and black hawk down). in , both  and his brother tony received a bafta for outstanding british contribution to cinema. in ,  was knighted for his ""services to the british film industry"". in a  bbc poll  was named the tenth most influential person in british culture. in  he received an honorary doctorate from the royal college of art in london.nn"
Rithy Pan;
Rob Reiner;ert  (born march , ) is an american actor, writer, director, producer, and activist. as an actor,  first came to national prominence with the role of michael stivic on all in the family (u). that role earned him two emmy awards during the s. as a director,  was recognized by the directors guild of america (dga) with nominations for the coming of age comedy-drama film stand by me (), the romantic comedy when harry met sally... (), and the military courtroom drama a few good men (). he also directed the psychological horror-thriller misery (), the romantic comedy fantasy adventure the princess bride () and the heavy metal mockumentary this is spinal tap ().
Robert Aldrich; burgess  (august ,  u december , ) was an american film director, writer and producer, notable for such films as vera cruz (), kiss me deadly (), the big knife (), what ever happened to baby jane? (), hushu hush, sweet charlotte (), the flight of the phoenix (), the dirty dozen () and the longest yard ().
Robert Bresson;"  (french: [uububu buubsuu];  september  u  december ) was a french film director. known for his ascetic approach,  contributed notably to the art of cinema; his non-professional actors, ellipses, and sparse use of scoring have led his works to be regarded as preeminent examples of minimalist film.n is among the most highly regarded french filmmakers of all time. his works a man escaped () and balthazar, at random () were ranked among the  greatest films ever made in the  sight & sound critics' poll. other films of his, such as mouchette () and l'argent (), also received many votes. jean-luc godard once wrote, ""  is french cinema, as dostoyevsky is the russian novel and mozart is german music."""
Robert Hamer; james  ( march , kidderminster, worcestershire u  december , london) was a british film director and screenwriter.
Robert J. Flaherty;" joseph , frgs (; february ,  u july , ) was an american filmmaker who directed and produced the first commercially successful feature-length documentary film, nanook of the north (). the film made his reputation and nothing in his later life fully equaled its success, although he continued the development of this new genre of narrative documentary, e.g. with moana (), set in the south seas, and man of aran (), filmed in ireland's aran islands. he is considered the ""father"" of both the documentary and the ethnographic film.n was married to writer frances h.  from  until his death in . frances worked on several of her husband's films, and received an academy award nomination for best original story for louisiana story ()."
Robert Lepage; , cc oq (born december , ) is a french canadian playwright, actor, film director, and stage director, one of canada's most honoured theatre artists.
Robert Mulligan; patrick  (august ,  u december , ) was an american film and television director best known as the director of humanistic american dramas, including to kill a mockingbird (), summer of ' (), the other (), same time, next year () and the man in the moon (). he was also known in the s for his extensive collaborations with producer alan j. pakula. he was the elder brother of actor richard .
Robert Redford;"charles   jr. (born august , ) is an american actor, director, producer, businessman, environmentalist, and philanthropist. he is the founder of the sundance film festival.n began acting on television in the early s. he earned an emmy nomination as best supporting actor for his performance in the voice of charlie pont (). his greatest broadway success was as the stuffy newlywed husband of elizabeth ashley in neil simon's barefoot in the park ().n made his film debut in war hunt (). his role in inside daisy clover () won him a golden globe for best new star. he starred in butch cassidy and the sundance kid (), which was a huge success and made him a major star. in , he had a critical and box office hit with jeremiah johnson (), and in  had the greatest hit of his career, the blockbuster crime caper the sting, for which he was nominated for an academy award. the popular and acclaimed all the president's men () was a landmark film for .nthe first film that  directed, ordinary people (), was one of the most critically and publicly acclaimed films of the decade, winning four oscars including best picture and best director for . in , he starred in brubaker (). he starred in out of africa (), which was an enormous critical and box office success, and won seven oscars including best picture. he released his third film as a director, a river runs through it, in .n won the academy award for best director in  for directing ordinary people. he was previously nominated for best actor in  for his performance in the sting, and went on to receive best director and best picture nominations in  for quiz show. he won a second academy award for lifetime achievement in . in , he was made a chevalier of the luegion d'honneur. he has won bafta, directors guild of america, golden globe, and screen actors guild awards.nin april , time magazine included  in their annual time  as one of the ""most influential people in the world"", declaring him the ""godfather of indie film"". in , president barack obama honored  with a presidential medal of freedom."
Robert Stevenson;
Robert Wiene;"  (german: [ucviudnu];  april  u  july ) was a film director of the german silent cinema. he is particularly known for directing the german silent film the cabinet of dr. caligari and a succession of other expressionist films.  also directed a variety of other films of varying styles and genres. following the nazi rise to power in germany,  fled into exile."
Robert Wise;" earl  (september ,  u september , ) was an american film director, producer and editor. he won academy awards for best director and best picture for both west side story () and the sound of music (). he was also nominated for best film editing for citizen kane () and directed and produced the sand pebbles (), which was nominated for best picture.namong his other films are the body snatcher (), born to kill (), the set-up (), the day the earth stood still (), destination gobi (), this could be the night (), run silent, run deep (), i want to live! (), the haunting (), the andromeda strain (), the hindenburg () and star trek: the motion picture ().n was the president of the directors guild of america from  to  and the president of the academy of motion picture arts and sciences from  through .noften contrasted with auteur directors such as stanley kubrick, who tended to bring a distinctive directorial ""look"" to a particular genre,  has been viewed as a craftsman, inclined to let the (sometimes studio-assigned) story concept set the style. later cineastes, such as martin scorsese, insist that despite 's legendary workaday concentration on stylistic perfection within the confines of genre and budget, his choice of subject matter and approach still functioned to identify  as an artist and not merely an artisan.  achieved critical success as a director in a striking variety of film genres: horror, noir, western, war, science fiction, musical and drama, with many repeat successes within each genre. 's meticulous preparation may have been largely motivated by studio budget constraints, but advanced the moviemaking art.   received the afi life achievement award in ."
Robert Zemeckis;" lee  (born may , ) is an american filmmaker and screenwriter frequently credited as an innovator in visual effects. credited as ""one of the greatest visual storytellers in filmmaking"", he first came to public attention in the s as the director of romancing the stone () and the science-fiction comedy back to the future film trilogy, as well as the live-action/animated comedy who framed roger rabbit (). in the s he diversified into more dramatic fare, including 's forrest gump, for which he won an academy award for best director. the film itself won best picture. the movies he has directed have ranged across a wide variety of genres, for both adults and families.n' films are characterized by an interest in state-of-the-art special effects, including the early use of the insertion of computer graphics into live-action footage in back to the future part ii () and forrest gump, and the pioneering performance capture techniques seen in the polar express (), beowulf () and a christmas carol (). though  has often been pigeonholed as a director interested only in effects, his work has been defended by several critics, including david thomson, who wrote that ""no other contemporary director has used special effects to more dramatic and narrative purpose.""nn"
Roberto Benigni;" remigio , cavaliere di gran croce omri (italian pronunciation: [roucbubrto beucniuui]; born  october ) is an italian actor, comedian, screenwriter and director. he co-wrote, directed and acted in the  film life is beautiful, which garnered him the academy award for best actor and the academy award for best foreign language film. he also portrayed inspector clouseau's son in son of the pink panther () and has collaborated with filmmaker jim jarmusch in three of his films: down by law (), night on earth () and coffee and cigarettes ()."
Roberto Rossellini; gastone zeffiro  ( may  u  june ) was an italian film director and screenwriter.  was one of the directors of the italian neorealist cinema, contributing to the movement films such as the  roma cittue aperta (rome, open city).nn
Roman Polanski;"rajmund  thierry polauski (born  august ) is a french-polish film director, producer, writer, and actor.  was born in paris, and his polish-jewish parents moved the family back to poland in , when he was four. poland was invaded by nazi germany to start world war ii two years later in september  and  spent the next six years of his childhood mostly on his own, trying to survive the ongoing holocaust.n's first feature-length film, knife in the water (), was made in poland and was nominated for a united states academy award for best foreign language film. he has since received five more oscar nominations, along with two baftas, four cuesars, a golden globe award and the palme d'or of the cannes film festival in france. in the united kingdom he directed three films, beginning with repulsion (). in  he moved to the united states and cemented his status by directing the horror film rosemary's baby ().na turning point in his life took place in , when his pregnant wife, sharon tate, and four friends were brutally murdered by members of the manson family. following her death,  returned to europe and eventually continued directing. he made macbeth () in england and back in hollywood, chinatown (), which was nominated for eleven academy awards.nin ,  was arrested and charged with raping a -year-old girl named samantha geimer. he subsequently pled guilty to the charge of statutory rape. he was released from prison after serving  days, and as part of an apparent plea bargain, was to be put on probation. when he learned that the judge changed his mind and planned to reject the plea bargain, he fled to paris before sentencing.nin europe,  continued to make films, including tess (), starring aspiring actress, nastassja kinski. it won france's cuesar awards for best picture and best director, and received three oscars. he later produced and directed the pianist (), starring adrien brody, in a world war ii true story drama about a jewish-polish musician. the film won three academy awards including best director, along with numerous international awards. he also directed oliver twist (), a story which parallels his own life as a ""young boy attempting to triumph over adversity"". he was awarded best director for the ghost writer () at the rd european film awards having made films in poland, the united kingdom, france, and the united states, he is considered one of the few international filmmakers."
Ron Howard;ald william  (born march , ) is an american actor and filmmaker.  is best known for playing two high-profile roles in television sitcoms in his youth and directing a number of successful feature films later in his career.n first came to prominence playing young opie taylor in the sitcom the andy griffith show for eight years and later playing teenager richie cunningham in the sitcom happy days for seven years. he appeared in the musical film the music man (), the comedy film the courtship of eddie's father (), the coming of age film american graffiti (), the western film the shootist (), and the comedy film grand theft auto (), which he also directed.nin ,  left happy days to focus on directing. his films include: the science-fiction/fantasy film cocoon (), the historical docudrama apollo  (), the biographical drama a beautiful mind () (earning him the academy award for best director and academy award for best picture), the thriller the da vinci code (), the historical drama frost/nixon () (nominated for best director and best picture academy awards) and the upcoming untitled han solo film ().nin ,  narrated the fox comedy series, arrested development, on which he would also serve as producer and play a semi-fictionalized version of himself.nin ,  was awarded the national medal of arts. asteroid   is named after him. he was inducted into the television hall of fame in .  has two stars on the hollywood walk of fame for his contributions in the television and motion pictures industries.
Rouben Mamoulian; zachary  ( roo-ben mah-mool-yahn, in armenian: ucuuuuu uuuuuucuuu) (october ,  u december , ) was an american film and theatre director.
Roy Rowland;
Ruben Östlund;claes olle  udstlund (born  april ) is a swedish film director. his films force majeure () and the square () won honours at the cannes film festival, including the palme d'or for the latter.
Rupert Wyatt;  (born  october ) is an english screenwriter, director, and producer. he made his directorial debut with the  film the escapist, which premiered at the sundance film festival. his second film was the  blockbuster rise of the planet of the apes.nn
Ryan Coogler; kyle  (born may , ) is an american film director and screenwriter. his first feature film, fruitvale station (), won the grand jury prize and the audience award for u.s. dramatic film at the  sundance film festival. he also wrote and directed the seventh film in the rocky film saga, creed ().
Ryszard Bugajski;  (born  april ) is a polish film director and screenwriter. he has directed  films and television shows since . his film interrogation (), after being suppressed by the polish communist authorities for several years, was entered into the  cannes film festival.nn
S. Craig Zahler;   (born january , ) is an american film director, screenwriter, cinematographer, novelist and musician.
Sabu;
Sacha Guitry;"alexandre-pierre georges """"  (french: [gitui];  february  u  july ) was a french stage actor, film actor, director, screenwriter, and playwright of the boulevard theatre. he was the son of a leading french actor, lucien , and followed his father into the theatrical profession. he became known for his stage performances, often in boulevardier roles, in the many plays he wrote, of which there were more than . he was married five times, always to rising actresses whose careers he furthered. probably his best-known wife was yvonne printemps to whom he was married between  and .n's plays range from historical dramas to contemporary light comedies. some have musical scores, by composers including andrue messager and reynaldo hahn. when silent films became popular  avoided them, finding the lack of spoken dialogue fatal to dramatic impact. from the s to the end of his life he enthusiastically embraced the cinema, making as many as five films in a single year.nthe later years of 's career were overshadowed by accusations of collaborating with the occupying germans after the capitulation of france in the second world war. the charges were dismissed, but , a strongly patriotic man, was disillusioned by the vilification by some of his compatriots. by the time of his death his popular esteem had been restored to the extent that , people filed past his coffin before his burial in paris."
Sam Deats;
Sam Mendes;"uel alexander , cbe (born  august ) is an english stage and film director. he is best known for directing the comedy-drama film american beauty (), which earned him the academy award and golden globe award for best director, the crime film road to perdition (), and the james bond films skyfall () and spectre ().nhe also is known for dark re-inventions of the stage musicals cabaret (), oliver! (), company (), and gypsy (). he directed an original west end stage musical for the first time with charlie and the chocolate factory ().nin   was appointed a commander of the order of the british empire by queen elizabeth ii for ""services to drama"" and in the e year was awarded the shakespeare prize by the alfred toepfer foundation in hamburg, germany. in , he received a lifetime achievement award from the directors guild of great britain. in  the daily telegraph ranked him number  in their list of the "" most powerful people in british culture""."
Sam Peckinpah;"david uel  (; february ,  u december , ) was an american film director and screenwriter who achieved prominence following the release of the western epic the wild bunch (). he was known for the visually innovative and explicit depiction of action and violence as well as his revisionist approach to the western genre.n's films generally deal with the conflict between values and ideals, and the corruption of violence in human society. he was given the nickname ""bloody "" owing to the violence in his films. his characters are often loners or losers who desire to be honorable, but are forced to compromise in order to survive in a world of nihilism and brutality.n's combative personality, marked by years of alcohol and drug abuse, affected his professional legacy. many of his films were noted for behind-the-scenes battles with producers and crew members, damaging his reputation and career during his lifetime. some of his films, including straw dogs (), pat garrett and billy the kid () and bring me the head of alfredo garcia (), remain controversial."
Sam Raimi;"uel m """"  (; born october , ) is an american film director, producer, screenwriter and actor, famous for creating the cult horror evil dead series, as well as directing the original spider-man trilogy (u), the  superhero film darkman and the ""i will rip your soul out"" scene from the  remake of evil dead. his most recent film is the  disney fantasy film oz the great and powerful.n has also produced several successful television series and founded his own production company, renaissance pictures, in . recently, he worked as the producer of the possession."
Sam Wood, Edmund Goulding;
Samuel Fuller; michael  (august ,  u october , ) was an american screenwriter, novelist, and film director known for low-budget, understated genre movies with controversial themes.  wrote his first screenplay for hats off in , and made his directorial debut with the western i shot jesse james (). he would continue to direct several other westerns and war thrillers throughout the s.n shifted from westerns and war thrillers in the s with his low-budget thriller shock corridor in , followed by the neo-noir the naked kiss (). he was inactive in filmmaking for most of the s, before writing and directing the war epic the big red one (), and the experimental white dog (), whose screenplay he co-wrote with curtis hanson.
Sang-ho Yeon;
Sang-soo Hong;  (born october , ) is a south korean film director and screenwriter.
Sang-soo Im;
Sanjay Leela Bhansali;"   is an indian film director, producer, screenwriter, and music director. one of the most critically acclaimed filmmaker,  is the recipient of several awards, including four national film awards and ten filmfare awards. in , the government of india honoured him with the padma shri, the fourth highest civilian award.nhe made his directorial debut with khamoshi: the musical () for which he received filmfare critics award for best film. he rose to prominence in indian cinema with commercially successful and widely acclaimed romantic drama hum dil de chuke sanam (), the romantic drama devdas () uwhich received nomination for best foreign film at british academy of film & television awards (bafta)u and the drama black (), for all of which he received multiple best director award and best film award along with additional critics award for best film for the latter at filmfare awards, and multiple national film awards for the latter two. however, he followed it by directing consecutive commercially flop films saawariya () and guzaarish ().nthis changed with his adaptation of shakespeare's romeo and juliet uthe tragic romance goliyon ki raas ram- ()u opened to positive reviews and strong box-office collections for which he received several awards and nominations. his home production biographical sports film mary kom () made him receive his third national film award. his historical romance bajirao mastani () received critically acclaim and emerged as one of the highest-grossing indian films of all time, for which he won national film award for best direction, as well as best director and best film awards at filmfare.nhe is an alumnus of the film and television institute of india. he is the founder of a production house,  productions.  has adopted the middle name """" as a tribute to his mother,  ."
Sarah Polley; ellen  oc (born january , ) is a canadian actress, writer, director and political activist.  first garnered attention as a child actress for her role as sara stanley in the canadian television series road to avonlea (u). she has starred in many feature films, including exotica (), the sweet hereafter (), guinevere (), go (), the weight of water (), my life without me (), dawn of the dead (), splice (), and mr. nobody ().n made her feature film directorial debut with away from her (), for which she won a genie award for best achievement in direction and was nominated for an academy award for best adapted screenplay. 's second film, take this waltz (), premiered at the  toronto international film festival.nher film stories we tell () is a feature-length documentary. it had its world premiere at the  venice film festival, and its north american premiere followed at the  toronto international film festival. the toronto film critics association awarded it the $, prize for best canadian film of the year.
Satoshi Kon;"  (ueca uf,  , october ,  u august , ) was a japanese film director, animator, screenwriter and manga artist from sapporo, hokkaidud and a member of the japanese animation creators association (janica). he was a graduate of the graphic design department of the musashino art university. he is sometimes credited as ""yoshihiro wanibuchi"" (ucudfufubf, wanibuchi yoshihiro) in the credits of paranoia agent. he was the younger brother of guitarist and studio musician tsuyoshi ."
Satoshi Kon, Shôgo Furuya;
Satyajit Ray;"  (bengali: [ucuutuaudoduitua ucraiuf];  may  u  april ) was an indian filmmaker and author, widely regarded as one of the greatest filmmakers of the th century.  was born in the city of calcutta into a bengali brahmo family which was prominent in the field of arts and literature. starting his career as a commercial artist,  was drawn into independent filmmaking after meeting french filmmaker jean renoir and viewing vittorio de sica's italian neorealist film bicycle thieves () during a visit to london.n directed  films, including feature films, documentaries and shorts. he was also a fiction writer, publisher, illustrator, calligrapher, music composer, graphic designer and film critic. he authored several short stories and novels, primarily aimed at children and adolescents. feluda, the sleuth, and professor shonku, the scientist in his science fiction stories, are popular fictional characters created by him. he was awarded an honorary degree by oxford university.n's first film, pather panchali (), won eleven international prizes, including the inaugural best human document award at the  cannes film festival. this film, along with aparajito (), and apur sansar (the world of apu) () form the apu trilogy.  did the scripting, casting, scoring, and editing, and designed his own credit titles and publicity material.  received many major awards in his career, including  indian national film awards, a golden lion, a golden bear,  silver bears, a number of additional awards at international film festivals and award ceremonies, and an academy honorary award in . the government of india honored him with the bharat ratna, its highest civilian award, in .nn"
Sebastian Schipper;  (born  may  in hanover) is a german actor and filmmaker.
